,metricType,symbol,metric.currentEv/freeCashFlowAnnual,metric.currentEv/freeCashFlowTTM,metric.currentRatioAnnual,metric.currentRatioQuarterly,metric.freeCashFlowAnnual,metric.freeCashFlowTTM,metric.longTermDebt/equityAnnual,metric.longTermDebt/equityQuarterly,metric.netInterestCoverageAnnual,metric.netInterestCoverageTTM,metric.payoutRatioAnnual,metric.payoutRatioTTM,metric.quickRatioAnnual,metric.quickRatioQuarterly,metric.totalDebt/totalEquityAnnual,metric.totalDebt/totalEquityQuarterly
1747,financialStrength,ETFC,55.93882,58.82226,,,2523,2523,21.54975,21.54975,,,14.7541,14.7541,,,611.5849,611.5849
1748,financialStrength,RTN,19.586,19.586,1.33613,1.33613,2437,2437,26.67921,26.67921,34.5942,34.5942,30.9994,30.9994,1.26759,1.26759,38.94298,38.94298
1749,financialStrength,VLO,15.6489,15.6489,1.44141,1.44141,2045,2045,42.09512,42.09512,12.92069,12.44702,61.78054,61.80613,0.90851,0.90851,44.36087,44.36087
1751,financialStrength,DVN,,,1.99844,1.99844,-10,-10,78.14547,78.14547,0.69615,0.69615,,,,,78.26612,78.26612
1752,financialStrength,DISH,14.15723,14.22201,0.89302,0.89302,2069.165,2069.165,112.1381,112.1381,,,0,0,0.8212,0.8212,122.267,122.267
1753,financialStrength,CERN,61.74728,52.43547,2.04061,2.04061,418.3,475.593,24.0515,24.0515,,,32.31064,32.31064,2.01805,2.01805,24.0515,24.0515
1754,financialStrength,STX,11.28784,17.40091,1.95475,1.53778,446,496,196.716,225.9563,12.20833,7.2561,34.89066,40.03538,1.52016,1.11259,196.716,226.2841
1756,financialStrength,OXY,,,1.24965,1.24965,-29692,-29692,112.576,112.576,6.82883,6.82883,,,1.15285,1.15285,112.7249,112.7249
1757,financialStrength,CSX,25.68685,25.68685,1.52394,1.52394,2430,2430,134.9848,134.9848,8.1505,7.54489,22.90603,22.90603,1.4026,1.4026,137.0527,137.0527
1758,financialStrength,MPC,411.2646,411.2646,1.24915,1.24915,2669,2669,83.47777,83.47777,6.73595,6.13994,53.01479,53.01479,0.61479,0.61479,85.58794,85.58794
1759,financialStrength,CTSH,13.37815,13.37815,2.55146,2.55146,1654,1654,6.48703,6.48703,,,24.48426,24.48426,,,6.93159,6.93159
1760,financialStrength,KR,70.87043,70.87043,0.76459,0.76459,1050,1050,140.7928,140.7928,5.43274,5.04709,30.67073,30.65204,0.26722,0.26722,163.6364,163.6364
1761,financialStrength,LVS,192.7332,172.8548,1.64547,1.64547,-1231,-1231,239.4833,239.4833,7.87526,7.87526,87.73165,87.73165,1.634,1.634,240.8329,240.8329
1762,financialStrength,LRCX,20.31581,21.84709,3.60947,3.29564,2194.174,1680.845,82.84807,87.32579,154.2197,41.90166,30.2471,31.60027,2.96008,2.6998,97.12172,101.7636
1764,financialStrength,WY,,,1.60139,1.60139,-431,-431,75.41886,75.41886,2.20118,2.20118,,,1.18787,1.18787,78.39061,78.39061
1765,financialStrength,WHR,11.0431,11.0431,0.88398,0.88398,393,393,129.5775,129.5775,69.57895,69.57895,24.60064,24.60064,0.59266,0.59266,156.2754,156.2754
1768,financialStrength,FAST,90.8412,90.8412,4.51111,4.51111,97.7,97.7,12.83013,12.83013,78.22222,78.22222,63.0421,63.0421,2.00257,2.00257,12.94268,12.94268
1769,financialStrength,O,,,,,-3379.314,-3379.314,80.89957,80.89957,2.55876,2.55875,195.2278,195.2278,,,80.89957,80.89957
1770,financialStrength,IP,101.532,101.532,0.76787,0.76787,1538,1538,124.4263,124.4263,5.0551,5.0551,66.15008,66.15008,0.51249,0.51249,126.6044,126.6044
1771,financialStrength,PPL,,,0.56469,0.56469,-1848,-1848,159.5027,159.5027,2.82242,2.82242,69.45559,69.41581,0.49694,0.49694,177.3843,177.3843
1772,financialStrength,MCO,36.3478,36.3478,1.92416,1.92416,1228,1228,911.9281,911.9281,12.01724,12.00344,26.72293,26.72293,,,911.9281,911.9281
1773,financialStrength,GME,,,1.31995,1.31995,-533.5,-533.5,68.65086,68.65086,2.01418,2.41135,,,0.62535,0.62535,68.65086,68.65086
1774,financialStrength,CTL,,,0.65693,0.65693,1952,1952,240.49,240.49,1.98615,1.98615,,,0.64246,0.64246,257.565,257.565
1776,financialStrength,EL,55.68092,53.58361,1.56612,1.68544,1164,1114,66.02827,101.9239,32.40741,,34.18994,34.65665,1.13051,1.26994,77.79298,113.3363
1777,financialStrength,DDD,,,2.28989,2.28989,7.596,7.596,10.68295,10.68295,-10.31214,-10.31214,,,1.60811,1.60811,11.22761,11.22761
1778,financialStrength,COF,,,,,14717,14717,66.45636,83.40315,,,15.11875,15.11875,,,83.94442,83.94442
1780,financialStrength,GLW,,,2.11957,2.11957,-698,-698,59.88223,59.88223,,,72.5058,72.42178,1.46066,1.46066,59.96746,59.96746
1781,financialStrength,CF,14.06189,14.06189,1.46466,1.46466,836,836,136.5896,136.5896,4.15111,4.54054,53.75254,53.75254,0.93684,0.93684,136.5896,136.5896
1782,financialStrength,NEM,17.59343,17.59343,2.62977,2.62977,514,514,31.43791,31.43791,18.12941,18.12941,31.10879,31.10879,2.20461,2.20461,31.90476,31.90476
1783,financialStrength,WDC,,,2.22085,1.92481,87,-386,102.7992,101.7912,0.96602,-1.61205,,,1.36075,1.22825,105.5684,104.8406
1784,financialStrength,GT,,,1.12238,1.12238,289,289,109.2393,109.2393,2.2911,2.28669,,,0.58313,0.58313,130.154,130.154
1785,financialStrength,KLAC,27.67816,24.61913,2.43998,2.54763,549.871,732.513,119.3401,127.3475,16.43937,9.04149,40.64707,32.59845,1.7261,1.81933,128.7417,127.3475
1786,financialStrength,XRX,7.4946,7.48483,1.78748,1.78748,1025,1025,55.81796,55.73177,11.76042,11.76042,37.72955,37.72955,1.58544,1.58544,73.93553,73.81486
1787,financialStrength,CB,,,,,4988,4988,25.0619,25.0619,,,30.53435,30.53435,,,27.40959,27.40959
1788,financialStrength,CALM,161189.6,,7.57944,4.96732,5.383,-154.969,0.08696,0.07441,,,45.40006,,5.28009,2.83236,0.25886,0.09584
1789,financialStrength,SHW,34.45578,34.45578,1.02428,1.02428,1571.6,1571.6,195.2489,195.2489,7.09596,7.09596,27.30163,27.30163,0.6064,0.6064,210.6371,210.6371
1790,financialStrength,RF,,,,,1723,1723,33.00399,33.00399,,,38.72255,38.72255,,,33.00399,33.00399
1791,financialStrength,NOC,57.22521,57.22521,1.13261,1.13261,2153,2153,144.801,144.801,7.51705,7.51705,39.14591,39.14591,1.04961,1.04961,157.3761,157.3761
1792,financialStrength,JCI,40.97971,35.50161,1.36637,1.16797,-289,-20,33.93706,30.62755,25.22857,48.78378,80.63636,73.61111,1.16637,0.96647,36.52231,37.67396
1793,financialStrength,CTXS,30.54381,35.30721,0.82727,0.82727,533.169,533.169,88.69106,88.69106,20.24744,20.24744,26.83243,26.83243,0.81857,0.81857,88.69106,88.69106
1794,financialStrength,CLX,80.98752,97.8393,0.90625,0.8612,296,299,409.1234,414.4144,12.90698,11.35354,61.34146,64.33824,0.55069,0.52148,479.9642,506.1261
1795,financialStrength,WMB,,,0.39819,0.39819,-298,-298,150.7745,150.7745,3.39063,3.39063,213.6891,213.6891,0.36668,0.36668,166.7889,166.7889
1796,financialStrength,CAH,13.08358,,1.06794,1.03399,1817,1098,119.7693,674.8749,5.93811,6.91513,42.18635,,0.53611,0.47959,126.9121,794.1942
1797,financialStrength,NSC,57.22192,57.22192,0.90478,0.90478,924,924,78.24025,78.24025,6.6043,6.6043,34.92823,34.92823,0.7987,0.7987,80.32139,80.32139
1798,financialStrength,SYY,28.11151,31.57358,1.33398,1.24952,943.386,590.634,324.5444,320.1911,7.58354,8.15097,41.42874,41.35762,0.80703,0.74342,326.1938,351.5916
1799,financialStrength,CME,99.62878,99.62878,1.02713,1.02713,731.3,731.3,14.67609,14.67609,,,93.0782,93.0782,,,14.70441,14.70441
1800,financialStrength,CIEN,5.76956,5.7126,2.81557,3.09165,350.561,392.955,34.31993,31.03439,11.40942,12.10376,0,0,2.40768,2.62421,34.76931,34.5236
1801,financialStrength,CHKP,16.32948,16.23015,1.52803,1.52803,1135.9,1135.9,,,,,,0,,,,
1802,financialStrength,VFC,41.33141,36.38806,1.75588,2.11799,590.321,12.346,49.22359,46.20572,22.4892,27.87463,59.17749,56.95628,1.21761,1.32039,64.6783,47.53417
1803,financialStrength,SCCO,86.71424,86.6567,2.8342,2.8342,-32.5,-32.5,96.0457,96.0457,8.61659,8.61897,83.24808,83.24808,2.11053,2.11053,101.9162,101.9162
1804,financialStrength,K,264.3192,264.3192,0.71808,0.71808,-179,-179,261.9221,261.9221,8.6973,9.26036,80.10417,80.10417,0.46149,0.46149,288.3873,288.3873
1805,financialStrength,HRL,61.87703,65.089,2.13693,2.34093,192.105,162.193,4.22193,5.07196,,,45.9281,47.05714,1.19366,1.30751,4.22193,5.20754
1806,financialStrength,CSIQ,,,1.05205,1.05205,,,44.46643,44.46643,3.26843,3.29914,,0,0.87286,0.87286,171.1078,171.1078
1807,financialStrength,CMCT,,,,,-631.451,-631.451,97.73949,97.73949,2.00871,2.00871,194.1251,194.1251,,,97.73949,97.73949
1808,financialStrength,GERN,,,5.02834,5.02834,-44.242,-44.242,0,0,,,,,,,0,0
1809,financialStrength,SYK,43.35133,43.35133,2.58182,2.58182,764,764,79.886,79.886,27.056,,38.45415,38.45415,1.83591,1.83591,86.59327,86.59327
1810,financialStrength,RRC,,,0.75511,0.75511,-86.652,-86.652,135.1631,135.1631,,,,,0.72421,0.72421,135.1631,135.1631
1811,financialStrength,CPB,731.1691,,0.58109,0.61356,591,438,643.971,197.2334,3.54039,3.13178,89.28571,134.9367,0.32614,0.30639,768.2684,233.4002
1812,financialStrength,DG,39.33888,39.33888,1.13961,1.13961,1125.587,1125.587,43.43809,43.43809,23.23567,23.19987,19.12803,19.12803,0.11027,0.11027,43.44637,43.44637
1813,financialStrength,SSW,47.65816,47.72744,0.36478,0.36478,279.2,279.2,94.9918,94.9918,2.89507,2.89415,29.31471,20.66504,,,110.4062,110.4062
1814,financialStrength,DRAD,,,1.04865,1.04865,-6.292,-6.292,45.58076,45.58076,-1.08478,-1.08478,,,0.79679,0.79679,60.08797,60.08797
1815,financialStrength,CSII,,,4.25257,3.18422,6.653,1.163,14.17563,14.58637,,,,,3.82612,2.78129,14.17563,14.58637
1816,financialStrength,SINA,,,2.68255,2.68255,,,64.60198,64.60198,,,,,,,74.28445,74.28445
1817,financialStrength,MNKD,,,0.92592,0.92592,-91.048,-91.048,,,-5.81666,-5.81593,,,0.8626,0.8626,,
1818,financialStrength,FOXA,,11.38631,3.78388,3.52313,-4399,1787,67.86971,65.3474,,,8.96552,8.02469,3.12442,2.67291,67.86971,65.3474
1819,financialStrength,CMI,15.27574,15.27574,1.49952,1.49952,1645,1645,20.99374,20.99374,,,33.67257,33.67257,0.94265,0.94265,31.53057,31.53057
1820,financialStrength,CCL,,,0.22559,0.26922,-1340,-731,38.14311,40.09057,17.9235,20.74595,46.1204,55.04538,0.17881,0.22816,45.34595,53.26472
1821,financialStrength,MKC,69.01573,74.10778,0.71955,0.73557,470.9,391.9,105.2726,101.8529,6.28049,6.24407,44.1101,44.31867,0.34766,0.33237,125.5502,124.7031
1822,financialStrength,KHC,277.6461,277.6461,1.02819,1.02819,831,831,54.65781,54.65781,3.70721,4.05681,101.2403,101.2403,0.68267,0.68267,56.64917,56.64917
1823,financialStrength,NYT,35.12653,35.12653,1.63774,1.63774,112.853,112.853,0,0,34.38606,34.38625,23.80007,23.80007,,,0,0
1824,financialStrength,EW,44.47665,44.47665,3.30674,3.30674,901,901,14.32876,14.32876,,,0,0,2.59652,2.59652,14.32876,14.32876
1825,financialStrength,CI,,,,,8435,8435,70.34496,70.34496,4.90725,4.90725,0.29389,0.29389,,,82.50695,82.50695
1826,financialStrength,CAG,112.6865,83.02587,1.27593,0.86643,416.2,480.1,144.2962,116.8105,3.7551,3.18519,55.35137,76.28071,0.54238,0.3399,144.5887,128.6872
1827,financialStrength,WB,,,4.54037,4.54037,,,73.67737,73.67737,,,,0,,,73.67737,73.67737
1828,financialStrength,VMC,34.88295,34.88279,2.57547,2.57547,436.055,436.055,49.52661,49.52661,6.60082,6.6,26.34092,26.34087,1.71972,1.71972,49.52705,49.52705
1829,financialStrength,NWSA,37.6688,,1.21257,1.3634,195,56,10.97988,13.40701,10.18644,11.30769,75.48387,,1.10838,1.23212,15.8902,13.40701
1831,financialStrength,CLF,,,2.19321,2.19321,-143.2,-143.2,590.6119,590.6119,4.32213,4.24209,25.46689,25.46689,1.41793,1.41793,590.6119,590.6119
1832,financialStrength,NUE,100.7744,100.7744,3.33893,3.33893,840.058,840.058,41.43036,41.43036,16.66049,16.66049,38.8928,38.8928,1.7795,1.7795,42.40519,42.40519
1833,financialStrength,CHRW,29.82236,29.82236,1.69669,1.69669,487.168,487.168,65.38747,65.38747,16.55475,16.55475,48.1356,48.1356,,,78.62216,78.62216
1834,financialStrength,RL,9.7747,7.3772,2.99542,1.9426,395.4,381.9,27.43064,18.84807,,,43.38059,30.67148,2.31397,1.43309,28.10903,28.74378
1835,financialStrength,MCK,98.75792,,1.0223,0.9834,3187,2827,89.75785,109.0703,15.21905,2.14786,,,0.57822,0.55848,93.83494,159.54
1836,financialStrength,LEN,10.20551,10.20551,,,1344.392,1344.392,48.75783,48.75783,7.50728,7.50728,2.80723,2.80723,,,60.02499,60.02499
1837,financialStrength,KKR,15.24555,15.24075,,,-6181.574,-6181.574,249.9497,249.9497,,,13.76924,13.76924,,,249.9497,249.9497
1838,financialStrength,HAIN,,,1.83159,1.84836,-35.859,-9.874,40.38237,21.35741,3.54679,4.10903,,,0.87927,0.941,42.08833,21.4486
1839,financialStrength,DOV,28.73911,28.73911,1.45634,1.45634,476.305,476.305,98.71842,98.71842,8.64576,8.64576,41.62701,41.62701,0.99566,0.99566,101.5705,101.5705
1841,financialStrength,CNX,,,0.9417,0.9417,-212.039,-212.039,66.3891,66.3891,,,,,0.92849,0.92849,66.56129,66.56129
1842,financialStrength,CLDX,,,5.72859,5.72859,-47.146,-47.146,0,0,,,,,,,0,0
1843,financialStrength,CINF,,,,,829,829,8.57664,8.57664,47.64151,47.64151,18.27742,18.27742,,,8.97202,8.97202
1844,financialStrength,NCR,17.15674,11.48286,1.23877,1.23877,275,275,220.2802,220.2802,3.12558,3.14493,0,0,0.92987,0.92987,239.7598,239.7598
1845,financialStrength,HL,,,1.53131,1.53131,-6.021,-6.021,30.24912,30.24912,0.31616,0.31617,,,0.96527,0.96527,30.5699,30.5699
1847,financialStrength,MNK,,,1.28299,1.28299,609.9,609.9,244.3036,244.3036,1.09166,1.09166,,,1.06427,1.06427,276.9516,276.9516
1848,financialStrength,LCI,,1516.774,2.67378,1.95492,148.97,80.676,198.24,186.3854,1.43823,1.08918,,,1.85865,1.29299,218.2511,217.7346
1849,financialStrength,KMX,30.09661,30.09661,2.38722,2.38722,-568.502,-568.502,396.5124,396.5124,,,,0,0.53253,0.53253,408.0133,408.0133
1850,financialStrength,HES,,,1.25737,1.25737,-1503,-1503,84.51672,84.51672,1.55438,1.53806,,,1.15339,1.15339,84.71141,84.71141
1851,financialStrength,TJX,26.06089,26.06089,1.2434,1.2434,1771.862,1771.862,37.60164,37.60164,217.9038,217.9038,33.97685,33.97685,0.56194,0.56194,37.60164,37.60164
1852,financialStrength,HUN,17.91891,17.91891,1.87002,1.87002,473,473,81.81135,81.81135,6.29333,6.29333,38.26531,38.26531,1.41484,1.41484,89.77828,89.77828
1853,financialStrength,HSY,64.52547,64.52547,1.05392,1.05392,835.369,835.369,203.0111,203.0111,12.47972,12.23027,53.079,53.079,0.64808,0.64808,245.31,245.31
1854,financialStrength,ETN,28.33986,28.33986,1.7007,1.7007,1663,1663,48.61957,48.61957,12.8178,12.8178,54.31931,54.31931,1.15413,1.15413,51.7473,51.7473
1855,financialStrength,NE,,,0.81657,0.81657,-82.012,-82.012,103.294,103.294,-0.79684,-0.79684,,,,,105.0023,105.0023
1856,financialStrength,L,,,,,624,624,59.91945,59.91945,5.30795,5.30795,8.15451,8.15451,,,60.32219,60.32219
1857,financialStrength,DHR,40.8218,40.8218,5.1898,5.1898,2789.4,2789.4,71.08118,71.08118,,,20.49156,20.49156,4.85965,4.85965,71.78285,71.78285
1858,financialStrength,CIM,,,,,-381.924,-381.924,210.2846,210.2846,5.51125,5.51115,110.5596,110.5599,,,549.9393,549.9393
1859,financialStrength,CROX,10.57115,10.57115,1.65375,1.65375,50.397,50.397,155.4149,155.4149,13.76886,13.74749,0,0,0.98496,0.98496,155.4149,155.4149
1860,financialStrength,CHTR,38.57675,39.18117,0.52249,0.52249,4553,4553,240.5343,240.5343,1.65848,1.65848,0,0,,,251.6775,251.6775
1862,financialStrength,WU,10.13247,10.13247,,,492.7,492.7,,,6.52381,6.83926,32.37267,32.37267,,,,
1863,financialStrength,PXD,,,0.8778,0.8778,-232,-178,19.76236,15.17452,30.20339,34.34615,26.83578,26.72872,0.79567,0.79567,23.60756,18.8877
1864,financialStrength,NAV,35.63474,42.77407,1.38517,1.41438,164,523,,,2.13592,2.30769,0,0,1.13035,1.06005,,
1865,financialStrength,EMN,19.46855,19.46855,1.85634,1.85634,736,736,94.15911,94.15911,6.39631,6.39631,45.71805,45.71805,0.92733,0.92733,97.0292,97.0292
1867,financialStrength,THC,56.00308,56.00308,1.20832,1.20832,563,563,,,2.07284,2.07284,,,1.1346,1.1346,,
1868,financialStrength,PH,13.72301,19.98458,2.43453,1.38376,1122.583,1356.778,109.3738,128.6097,21.29937,14.23054,27.01014,32.05495,1.90209,0.89142,119.2198,153.9537
1869,financialStrength,CREE,,,5.26771,5.20161,49.3,-127.5,23.03801,24.24669,-0.37838,-13.0989,,,4.56898,4.53642,23.03801,24.29188
1870,financialStrength,XOMA,,,6.75752,6.75752,-0.285,-0.285,61.5918,61.5918,-2.38344,-3.53182,,,,,73.37683,73.37683
1871,financialStrength,2330.TW,,60.07242,1.39252,1.39252,-113917.1,93525.96,2.47574,2.47574,,,71.34797,71.34797,1.25205,1.25205,11.88713,11.88713
1872,financialStrength,TIF,77.0781,76.96677,3.99371,3.99371,74,74,26.60628,26.60628,16.99768,19.03117,51.06265,51.06265,1.45466,1.45466,31.05721,31.05721
1873,financialStrength,TECD,12.02223,12.02223,1.23027,1.23027,508.268,508.268,42.89647,42.89647,6.64078,6.63351,0,0,0.87167,0.87167,46.51511,46.51511
1874,financialStrength,SWN,12.39391,12.11747,0.80071,0.80071,-135,-135,69.06962,69.06962,,,0,0,,,69.06962,69.06962
1875,financialStrength,SLM,51.83698,51.83698,,,-83.592,-83.592,131.469,131.469,,,9.10411,9.10411,,,873.4506,873.4506
1876,financialStrength,RGR,27.12163,27.12163,4.07086,4.07086,14.972,14.972,0,0,,,44.34363,44.34363,3.60876,3.60876,0,0
1877,financialStrength,GBX,,,,,-252.667,-220.282,64.45255,66.10444,4.95529,4.29121,46.67398,54.68259,,,66.57633,66.10444
1878,financialStrength,WLL,,,0.60133,0.60133,-49.887,-49.887,69.97623,69.97623,0.3547,0.3547,,,,,70.09981,70.09981
1879,financialStrength,TSCO,25.30686,25.30686,1.43306,1.43306,431.567,431.567,25.32469,25.32469,37.45502,37.45502,28.93178,28.93178,0.14837,0.14837,27.49657,27.49657
1880,financialStrength,SPTN,1183.28,1183.28,1.76362,1.76362,84.454,84.454,99.22419,99.22419,2.06753,2.06753,478.7795,478.7795,0.81303,0.81303,100.1476,100.1476
1881,financialStrength,LNC,,,,,-2989,-2989,30.81416,30.81416,3.94985,4.0303,35.09781,35.09781,,,32.33785,32.33785
1882,financialStrength,CLR,,,0.90344,0.90344,236.618,254.998,78.97274,78.97274,4.98583,4.98583,0.00242,0.00242,0.82145,0.82145,79.00886,79.00886
1883,financialStrength,SPWR,67.48005,67.48005,1.53709,1.53709,-328.731,-328.731,9191.046,9191.046,-3.44889,-3.57844,0,0,1.13832,1.13832,10222.79,10222.79
1884,financialStrength,SCHW,115.911,115.911,,,7557,7557,34.16877,34.16877,,,25.49631,25.49631,,,1046.328,1046.328
1885,financialStrength,FE,,,0.50267,0.50267,-1018,-1018,281.2617,281.2617,2.60915,2.60915,90.44444,90.64588,0.44488,0.44488,301.0466,301.0466
1886,financialStrength,ETR,,,0.54195,0.54195,-2542.889,-2542.889,163.5035,163.5035,8.63965,8.63957,57.32824,57.32824,0.36928,0.36928,189.7789,189.7789
1888,financialStrength,CLMT,102.3135,102.3135,0.90637,0.90637,137,137,5599.537,5599.537,0.97134,0.97134,,,0.3885,0.3885,5607.871,5607.871
1889,financialStrength,CLB,,,1.98252,1.98252,-30.316,-30.316,171.6375,171.6375,5.88925,5.88925,103.6367,103.6367,1.533,1.533,171.6375,171.6375
1890,financialStrength,XEC,,,0.81923,0.81923,-61.233,-61.233,54.78748,54.78748,5.08944,5.08944,,,0.7561,0.7561,54.98782,54.98782
1891,financialStrength,SANM,12.94155,12.30525,1.73553,1.83333,248.291,356.598,21.12363,20.39657,10.20973,10.6671,0,0,1.20044,1.2819,23.45862,22.70266
1892,financialStrength,MUR,,,1.03345,1.03345,-3277.764,-3277.764,51.27392,51.27392,1.98703,1.98703,239.8924,191.9984,0.95271,0.95271,51.27392,51.27392
1893,financialStrength,MMC,46.17894,46.17894,1.05824,1.05824,1050,1050,137.8288,137.8288,5.68365,5.68365,50.51665,50.57405,,,153.4197,153.4197
1894,financialStrength,FLR,4.07394,,1.53156,1.38244,-167.568,-80.287,56.07369,105.0087,12.97971,-21.73432,52.60126,,,,56.98106,107.9398
1895,financialStrength,CZR,,,1.26466,1.26466,172,172,870.3895,870.3895,0.7927,0.7927,,,1.2477,1.2477,874.3782,874.3782
1896,financialStrength,SIX,,,1.10746,1.10746,-12.291,-12.291,,,3.85033,3.85033,154.9845,154.9845,1.01047,1.01047,,
1897,financialStrength,PVH,11.67123,11.67123,1.43755,1.43755,663.8,663.8,46.52499,46.52499,7.79351,7.79351,2.70788,2.70788,0.75325,0.75325,47.69509,47.69509
1898,financialStrength,PCG,,,1.33207,1.33207,-1497,-1497,450.2142,450.0779,1.57394,1.57394,,,1.24728,1.24728,479.4587,479.2835
1899,financialStrength,MDP,30.87775,68.87226,1.07083,1.19519,39.8,26.4,294.8389,312.6303,2.36749,2.31329,208.6614,609.9548,1.0211,1.1395,294.8389,312.7056
1900,financialStrength,H,7.29269,7.29269,1.5709,1.5709,-53,-53,40.68652,40.68652,,,10.44386,10.44386,1.55985,1.55985,40.96416,40.96416
1901,financialStrength,GPC,73.15773,75.28318,1.24155,1.24155,155.251,155.251,76.2525,76.2525,11.81071,12.32073,71.03394,71.54769,0.64238,0.64238,93.23462,93.23462
1902,financialStrength,FUN,,,0.90758,0.90758,-137.632,-137.632,,,3.2753,3.24729,121.8411,121.8411,0.80607,0.80607,,
1903,financialStrength,DTE,,,0.77208,0.77208,-1040,-1040,136.5233,136.5233,3.59044,3.59044,61.18252,61.18252,0.58219,0.58219,149.5374,149.5374
1905,financialStrength,CY,56.75051,56.75087,1.79277,1.79277,276.897,276.897,33.93912,33.93912,3.83429,3.95644,397.9915,397.9915,1.30239,1.30239,34.58737,34.58737
1907,financialStrength,CONN,14.38992,17.30194,4.26991,4.92293,118.987,3.707,145.3642,153.093,2.69576,2.95565,0,0,3.34372,3.7595,154.0919,153.1893
1909,financialStrength,WEN,55.04998,55.04998,1.58436,1.58436,118.116,118.116,530.3303,530.3303,3.34111,3.30861,70.3695,70.3695,1.57323,1.57323,536.8674,536.8674
1910,financialStrength,RRD,,,1.32157,1.32157,-8,-8,,,1.70236,1.71023,,,1.09402,1.09402,,
1911,financialStrength,PRGO,63.0905,63.0905,2.06386,2.06386,-11.4,-11.4,57.99304,57.99304,4.47767,4.48129,76.93361,76.93361,1.33972,1.33972,58.05162,58.05162
1912,financialStrength,MNR,,140.4169,,,21.567,20.39689,83.0754,81.70597,1.64191,8.7757,578.1063,130.2913,,,83.0754,81.70597
1913,financialStrength,GCI,,,1.08443,1.08443,-80.379,-80.379,167.0785,167.0785,1.092,1.05473,,,1.00776,1.00776,167.4148,167.4148
1914,financialStrength,COG,51.89042,51.89042,1.73228,1.73228,511.908,511.908,52.66241,52.66241,,,21.36565,21.36565,1.68981,1.68981,56.70613,56.70613
1915,financialStrength,CMO,,,,,99.59,99.59,9.16354,9.16354,0.61565,0.61565,,,,,966.1438,966.1438
1916,financialStrength,CCI,,,0.62708,0.62708,-1384,-1384,171.8086,171.8086,2.35007,2.28264,256.6265,256.6265,,,172.7619,172.7619
1917,financialStrength,WPC,,,,,-775.475,-775.475,87.20837,87.20837,2.54326,2.54326,235.4866,235.4881,,,87.20837,87.20837
1919,financialStrength,TDC,26.60823,33.72874,1.14447,1.14447,89,89,201.9084,201.9084,1.5,1.5,,,1.10948,1.10948,232.4427,232.4427
1921,financialStrength,OC,20.81621,20.83815,1.55079,1.55079,495,495,64.47851,64.47851,8.11458,9.98684,24.44444,24.44444,0.77351,0.77351,64.47851,64.62967
1923,financialStrength,INCY,34.57979,34.57979,4.834,4.834,632.592,632.592,1.22837,1.22837,,,0,0,4.8118,4.8118,1.9582,1.9582
1925,financialStrength,RCL,,,0.14619,0.14619,89.029,89.029,66.83416,66.83416,14.11118,14.78105,32.93668,32.93668,0.12581,0.12581,87.77485,87.77485
1926,financialStrength,COO,37.28831,37.13804,1.04754,1.07618,418.1,457.7,34.79771,33.06886,7.90313,8.06412,0.6509,0.66934,0.59112,0.58343,50.33348,47.62377
1931,financialStrength,MAS,21.26636,21.26636,1.75129,1.75129,527,527,,,7.2549,7.16993,22.99213,22.99213,1.26421,1.26421,,
1933,financialStrength,LNG,,,2.2476,2.2476,-1223,-1223,,,1.55989,1.55989,,0,2.08111,2.08111,,
1935,financialStrength,IMAX,5.16245,5.16245,,,80.024,80.024,3.32832,3.32832,34.3433,34.3433,0,0,,,3.32832,3.32832
1936,financialStrength,FMC,35.51126,35.51126,1.49594,1.49594,136.3,136.3,119.6975,119.6975,6.06751,6.06751,39.70697,39.70697,1.12258,1.12258,128.6893,128.6893
1937,financialStrength,DCI,45.91846,50.67285,2.3247,2.2505,95.4,112.3,65.86273,63.73556,25.37255,19.26531,35.67681,18.9851,1.63554,1.54777,71.75702,72.79632
1939,financialStrength,CTAS,26.57859,18.189,1.98299,2.34164,570.379,1073.397,84.50692,76.38147,36.86989,12.19842,25.24933,0.00084,1.6863,2.01077,94.90629,82.39174
1942,financialStrength,TRGP,,,0.88556,0.88556,-2441.5,-2441.5,143.0918,143.0918,2.21002,1.90105,,,0.79932,0.79932,150.4423,150.4423
1943,financialStrength,PGR,,,,,4228.1,4228.1,32.23166,32.23166,44.13917,44.13917,39.26561,39.26561,,,32.23166,32.23166
1944,financialStrength,NRZ,,,,,-2439.67,-2439.67,107.8578,107.8578,,,151.0859,151.0859,,,497.8739,497.8739
1945,financialStrength,EQT,,,1.30385,1.30385,218.595,218.595,53.82494,53.82494,1.51575,1.51575,,,,,53.99022,53.99022
1946,financialStrength,CC,,,1.80208,1.80208,5,5,584.3251,584.3251,3.38674,3.38122,,,1.10188,1.10188,603.7736,603.7736
1947,financialStrength,WAT,23.5433,23.55,2.21954,2.21954,479.264,479.264,,,22.66174,26.93966,0,0,1.67746,1.67746,,
1949,financialStrength,TRI.TO,73.29904,73.29904,0.95402,0.95402,-715.7304,-715.7304,30.63808,30.63808,,,194.8649,194.8649,0.94688,,37.41632,37.41632
1952,financialStrength,MAIN,,,,,-198.112,-198.112,72.50841,72.50841,5.92604,5.92608,142.0016,141.9994,,,72.50841,72.50841
1953,financialStrength,GNTX,14.60075,14.60075,5.53037,5.53037,302.0501,302.0501,0,0,,,27.80378,27.80377,4.08175,4.08175,0,0
