,metricType,symbol,metric.bookValueShareGrowth5Y,metric.capitalSpendingGrowth5Y,metric.dividendGrowthRate5Y,metric.ebitdaCagr5Y,metric.ebitdaInterimCagr5Y,metric.epsGrowth3Y,metric.epsGrowth5Y,metric.epsGrowthQuarterlyYoy,metric.epsGrowthTTMYoy,metric.focfCagr5Y,metric.netMarginGrowth5Y,metric.revenueGrowth3Y,metric.revenueGrowth5Y,metric.revenueGrowthQuarterlyYoy,metric.revenueGrowthTTMYoy,metric.revenueShareGrowth5Y,metric.tbvCagr5Y,metric.totalDebtCagr5Y
2425,growth,FSS,12.26972,20.90842,4.55159,13.78332,13.78332,39.81957,13.39299,-9.53569,14.68179,-1.79945,2.98291,19.93614,9.40718,12.52684,12.09729,10.10857,-7.99974,34.44386
2426,growth,FNB,5.27613,17.84687,0,18.94963,18.94963,14.03681,7.68905,-7.60086,3.12245,-32.61029,6.73997,22.46351,19.62794,0.28151,6.5812,0.1084,17.47104,0.04312
2427,growth,FELE,6.48641,-9.25905,13.42189,1.62802,1.48058,5.5442,7.43407,-14.6714,-9.64645,,1.54988,11.44044,4.64139,1.08759,1.26713,5.26009,12.4473,-8.34109
2428,growth,ECOM,-1.14076,-11.47094,,,,,,667.5372,134.8262,,,4.70963,8.88767,-0.04024,-0.95947,5.51291,1.93165,-6.4246
2429,growth,CVM,-46.04872,11.32344,,,,,,-474.8739,33.53196,,,17.52673,11.87644,-71.90887,-26.60614,-33.27731,-13.77913,64.49489
2430,growth,CSLT,-9.60063,0.98058,,,,,,-177.3138,5.12193,,,13.2329,25.73367,-13.42755,-8.37319,9.9936,-17.11776,
2431,growth,CPT,4.80626,-3.89523,2.42652,6.11319,4.5542,-22.60943,-6.24683,130.7734,35.54238,,-9.45222,5.47609,5.41035,7.57067,7.7481,2.98576,5.20481,-1.56053
2432,growth,CPRT,14.23893,35.61414,,17.18573,18.85411,30.60135,29.35053,28.5216,55.20196,8.53782,13.58086,17.19915,11.9069,18.61051,18.76343,13.88419,14.88554,5.78359
2433,growth,CPF,2.99203,3.64642,14.47141,4.90692,4.90692,10.55841,13.78421,-1.74866,3.84727,-5.45538,3.10997,8.98877,7.63092,5.38413,9.12231,10.35226,-0.92885,-11.09112
2434,growth,,,,,,,,,,,,,,,,,,,
2435,growth,CMTL,-2.11684,12.21624,-30.66385,5.48574,8.20165,,-5.47427,-56.7661,48.84288,35.13647,-12.44618,17.79602,14.11538,-1.51036,6.00922,10.73119,,
2436,growth,CMLS,7.22497,9.16789,,-5.90738,-5.90568,,49.95545,-96.26994,-91.92398,-8.68128,42.64588,-0.82315,-2.49565,-7.66872,-2.36022,4.45465,,-16.44413
2437,growth,CHNR,,,,,,,,13.83333,-49.23698,,,,,,,,,
2438,growth,CDTX,-6.4903,-48.76121,,,,,,23.56414,55.22345,,,,,,,,12.3854,
2439,growth,CDR,,,0,,-8.39804,,,,123.2553,,,-1.56954,-0.55973,-3.53081,-5.22102,,,
2440,growth,,,,,,,,,,,,,,,,,,,
2441,growth,CCXI,-15.20725,17.54844,,,,,,-23.4214,-27.86775,,,44.65729,,7.66181,-15.73644,,-9.48136,
2442,growth,CCOI,,-4.79377,17.3467,9.8017,9.80209,34.79612,116.326,3.3656,29.34974,,100.9645,6.9144,7.52425,6.24314,4.99221,7.64962,,9.74344
2443,growth,WNC,11.45691,13.53308,,2.80365,2.80645,-3.73614,13.7519,68.86489,38.75015,4.56269,3.38634,7.91333,4.47394,-5.11229,2.28724,9.85185,-28.06021,6.52337
2444,growth,WDFC,-1.57871,17.6842,13.05804,5.2704,5.15706,8.49755,10.09154,-7.16405,9.33208,5.66685,5.95506,3.60569,2.02365,-2.6915,2.04293,3.89807,-4.70984,-3.63765
2445,growth,VNCE,-6.94317,-21.15105,,-25.75613,-28.5055,,,16.63047,123.7851,,,-2.66073,-0.64818,3.44563,5.38185,-25.19367,,-23.3122
2446,growth,VCEL,10.56826,25.8394,,,,,,75.97877,3.68764,,,29.40628,32.55603,25.70608,29.70932,1.52193,27.9113,6.7358
2447,growth,USCR,21.43643,5.55643,,18.2224,18.2224,15.45856,-10.16011,98.46436,-47.98052,39.28599,-18.50132,8.17474,16.01036,-0.25557,-1.83882,12.23246,-9.55696,25.53718
2448,growth,UIHC,3.7962,28.10702,1.42876,11.61819,11.61878,,,26.50008,-12763.59,14.55141,,19.20482,24.10809,16.19756,13.97543,6.65734,14.67116,63.68456
2449,growth,,,,,,,,,,,,,,,,,,,
2450,growth,STRT,4.209,6.37771,3.16664,-4.40588,-12.2052,,,94.0564,110.6003,,,6.6544,6.92678,-5.87178,4.21763,5.96124,5.47399,75.8174
2451,growth,STC,1.76743,-2.65793,0,12.65388,12.65388,21.34528,21.60111,-100.2919,64.70826,23.48657,17.84105,-1.11934,0.72884,8.50611,1.69505,1.52773,3.5376,9.2206
2452,growth,SP,9.50199,-4.17474,,7.55769,7.65567,28.92582,16.34434,21.20888,-4.05468,12.04652,12.48902,0.9848,1.89436,11.74443,13.30791,2.0766,,8.02885
2453,growth,SHIP,-35.68993,186.4774,,,,,,109.0557,52.31093,,,35.63935,112.2086,2.88244,-5.48623,-12.93964,61.99997,
2454,growth,055550.KS,6.69887,19.17798,8.45957,9.17501,8.82127,6.86644,10.78393,0.59503,6.4356,,3.74182,11.81324,5.42595,9.56625,15.7297,6.48282,6.07695,12.77221
2455,growth,SHEN,12.04086,15.25911,5.07175,15.00055,15.00037,,9.53338,-8.87862,17.85234,24.20412,-3.51414,5.7984,14.1589,-0.30158,0.48379,13.5225,-49.56195,26.33881
2456,growth,SGMS,,3.644,,24.16695,31.34959,,,-120.5026,63.99957,,,5.6472,13.73655,-2.56294,1.0942,11.60343,,0.97238
2457,growth,RNST,10.63162,9.53194,7.51615,19.30362,19.26449,9.94916,8.93827,-11.30851,3.22438,-0.81071,5.92594,18.13045,19.10062,-2.88611,17.47868,2.8438,22.16253,18.24374
2458,growth,RMCF,1.55808,-24.59819,0,-6.85139,-12.40282,-19.82414,-11.32113,-113.6089,-17.56195,3.70441,-4.12292,-5.12915,-2.48877,-11.58133,-6.91227,-1.05097,8.03279,-28.73412
2459,growth,PZG,-0.46054,,,,,,,-57.36549,-8.79111,,,33.91577,38.80734,286.0981,25.09483,10.05592,24.92065,
2460,growth,PRA,-5.93775,,-4.64095,-15.86461,-15.87953,-81.24426,-64.48807,-142.2648,-98.00949,17.29985,-66.38267,4.49542,3.53384,38.32859,15.14996,5.63299,-7.7976,2.71428
2461,growth,,,,,,,,,,,,,,,,,,,
2462,growth,OTTR,4.80585,4.85762,3.84988,5.17155,7.30129,10.71365,7.02894,43.27197,5.2999,,5.82339,4.59607,2.84254,-2.4845,0.33346,1.13924,6.68814,6.42804
2463,growth,NYMX,,,,,,,,9.59548,-9.23656,,,-25.77009,-47.64699,36.84211,-61.53846,-54.20604,,-27.19885
2464,growth,MXC,-8.86964,-17.59952,,-13.0229,-9.90292,,,369.1107,-147.912,,,3.52297,-7.84236,19.47169,-6.86362,-7.81734,-8.85265,
2465,growth,MTRX,4.34945,-3.67856,,-6.14939,1.3477,-1.61392,-5.23905,-829.6717,94.47364,-16.37657,-7.51803,2.59396,2.32166,-6.42779,18.07998,1.86434,5.61033,-14.38037
2466,growth,MLP,,87.16458,,-50.00848,-51.20901,,,-261.7229,-2130.803,,,-40.36507,-21.29631,20.43796,13.37472,-21.65449,,-53.98612
2467,growth,MCS,,,13.323,,10.65155,-0.17117,,6.35151,-25.22698,,,12.64308,,18.18525,16.08539,,,
2468,growth,LPX,2.44162,15.2686,,56.87174,56.87174,,,-464.0923,-102.8915,,,1.13042,3.60845,-8.844,-18.31683,6.49263,-3.31128,-14.40001
2469,growth,LCNB,5.48208,30.18583,2.53915,8.86986,8.86986,4.91096,6.58431,-4.16239,18.14521,0.26662,5.26788,14.22026,10.55355,3.66069,19.41605,1.28392,13.24442,
2470,growth,LAND,11.30425,29.77962,2.56976,52.78852,52.90328,,,61.37975,-194.221,,,32.94801,41.45471,67.98257,10.92242,14.6384,35.89134,42.64051
2471,growth,IVC,-12.23621,-2.47715,0,,,,,-463.5662,-14.40214,,,-3.95768,-6.08514,-4.76866,-4.56452,-6.98855,,64.98297
2472,growth,,,,,,,,,,,,,,,,,,,
2473,growth,ICLR,13.80225,9.09081,,13.42146,13.41028,13.98328,20.29981,12.96887,16.91257,21.4131,3.14783,18.96527,13.29285,6.83097,8.09245,16.74496,8.81664,
2474,growth,HXL,7.51451,-4.73343,14.17485,8.50082,8.50082,10.502,11.01927,28.33647,18.25141,32.08725,2.80873,5.53238,4.88945,0.58824,7.61043,7.86928,1.35008,20.55579
2475,growth,HNRG,-0.80548,6.5822,0,0.07802,0.07802,,,-2421.16,-888.6432,,,4.42748,5.85323,-12.24256,8.98281,4.79885,0.17372,-10.73385
2476,growth,HMHC,-18.15179,-5.16338,,-11.42455,-11.42455,,,-43.93489,-54.60383,-17.92556,,2.48416,0.26613,-3.03689,5.16153,2.79136,,22.00338
2477,growth,HHC,5.67271,10.97163,,4.79848,4.89193,-28.78486,,-102.9465,29.47356,,,7.90965,15.43286,-38.84974,22.16945,13.30682,7.18221,15.66482
2478,growth,HEI,18.15068,12.01392,19.55818,16.57068,17.63148,26.72352,20.9931,53.67083,35.14947,22.19429,7.38437,14.30963,12.66696,8.60868,13.93449,11.73188,,11.29415
2479,growth,GOOD,0.21703,1.08164,0,7.64534,7.64523,,,-1368.162,-524.465,,,9.81657,9.17316,7.79897,7.10694,-2.70843,15.54852,2.97739
2480,growth,FULT,5.02926,6.54193,10.30507,3.7051,3.7051,13.33338,9.8441,-12.42441,14.22085,-57.61447,2.4965,11.02186,6.72407,0.77265,8.80577,7.16867,3.82878,1.28761
2481,growth,FRME,10.83012,,22.80102,17.47021,17.41069,17.30072,14.14886,2.16966,-0.96619,14.30698,8.93996,22.47807,17.37815,15.80076,14.08551,4.78139,18.904,7.42722
2482,growth,,,,,,,,,,,,,,,,,,,
2483,growth,FCF,6.58094,9.61992,12.62477,13.06818,13.24636,16.79107,17.48194,1.44188,-1.02548,2.48544,10.27366,14.336,9.97631,3.96818,11.29383,6.53678,5.88126,-5.51009
2484,growth,EMKR,-5.95894,29.16686,,,,,,76.98006,-34.26271,,,-1.74517,9.46808,6.17058,3.69704,11.57167,-7.39957,-27.00099
2485,growth,,,,,,,,,,,,,,,,,,,
2486,growth,DRH,0.87229,26.06919,0,-0.81929,-0.81929,16.68797,1.71512,473.8726,113.3653,,0.96365,1.52091,1.45183,6.31672,8.61256,0.8381,1.27933,0.97785
2487,growth,CVGI,15.67519,11.86134,,1.69403,1.69436,34.45276,16.06591,-546.438,-55.31992,,15.74474,10.82455,1.42351,-15.25791,0.38998,0.27507,18.65008,-8.86879
2488,growth,,,,,,,,,,,,,,,,,,,
2489,growth,CSTE,8.98737,-22.86171,,-10.23198,-10.17305,-44.17853,-29.97115,-120.1462,-47.36983,,-33.37026,0.45784,4.06263,-6.30875,-5.19161,4.62071,10.41896,-4.82529
2490,growth,,,,,,,,,,,,,,,,,,,
2491,growth,CNMD,,,0,1.55546,4.30203,22.76887,-3.4958,-5.15272,-31.18471,,-7.18298,7.74794,5.23415,9.24836,11.10496,3.97264,,
2492,growth,CLRO,-20.39342,-17.42681,,,,,,50.20574,74.0402,,,-19.8505,-15.43618,-12.3111,-11.05981,-24.27374,-11.26888,
2493,growth,CHMI,3.18078,,-3.16005,,,,,112.7011,-213.4233,21.05054,,-25.07252,7.96489,209.6763,-81.10479,-8.0686,20.6634,47.22334
2494,growth,CHEF,13.55252,-7.85826,,13.38042,13.38042,90.62319,7.05291,17.54586,14.64765,,-2.29705,10.09527,13.83633,8.23512,10.19134,9.5698,,21.93017
2495,growth,CHDN,-0.83924,23.54509,9.70871,14.32483,14.33088,23.91114,32.95822,79.68998,-17.92991,8.35459,14.27582,17.36991,10.36115,28.12785,31.78394,16.30124,,14.04155
2496,growth,CHCO,9.36745,23.08433,8.09838,7.58382,7.23054,16.21779,9.88881,102.3336,20.70899,16.50433,5.29384,14.36968,8.8186,9.4683,20.62159,4.33041,11.17254,7.29344
2497,growth,CGNX,13.06548,0.76308,11.59735,3.605,3.605,12.05854,13.32866,42.28664,-10.53535,6.56096,1.56859,11.07371,11.21645,-12.16694,-10.00982,11.57869,10.56103,
2498,growth,CCUR,5.46672,20.10877,,,-45.8832,,-48.19135,282.8048,80.10088,,-9.35151,-52.38141,-45.39227,382.973,1101.119,-45.23766,3.475,
2499,growth,CBAY,23.47918,25.05316,,,,,,-30.77417,-22.11601,,,,,,,,68.18025,
2500,growth,CATO,-0.88602,-22.07159,0.76926,12.07222,-13.70858,-5.41425,-7.46213,14.29786,19.81559,-25.5585,-6.63427,-4.79977,-3.51269,-0.80858,-0.52178,-0.55683,-3.60009,
2501,growth,WRK,8.03177,20.71084,6.65798,15.63704,15.25944,78.90972,0.36794,-3.4304,10.53439,-1.7359,-0.50158,8.87336,13.07171,2.22535,9.96979,0.81637,-28.09123,27.51721
2502,growth,,,,,,,,,,,,,,,,,,,
2503,growth,VSEC,11.53631,23.04743,13.91571,9.37456,9.37456,10.65067,11.93913,17.4919,6.87787,-36.3131,0.36084,2.84942,12.15748,7.88691,7.94716,11.53662,,29.90646
2504,growth,,,,,,,,,,,,,,,,,,,
2505,growth,UMBF,8.01737,10.05431,6.98388,10.34625,10.44468,16.75646,13.32503,183.4088,29.33833,5.62212,9.31679,18.16157,18.85072,6.46264,17.8877,3.66661,11.52326,-0.3959
2506,growth,TWMC,-21.66392,-13.96967,,,,,,-64.40036,-62.87067,,,7.19542,1.21635,-24.49122,-19.0595,-0.7703,-20.72212,
2507,growth,TCO,,-15.01856,4.47738,-0.8695,-0.8695,23.37065,,-1163.833,254.171,,,2.57231,-0.53806,5.52096,3.14947,-0.21121,,12.86928
2508,growth,TCCO,-24.62774,-37.10386,,,,,,-94.06577,128.5194,,,40.67883,2.73178,-40.13305,66.0715,2.60166,-24.53386,
2509,growth,,,,,,,,,,,,,,,,,,,
2510,growth,SXI,6.90619,12.7844,13.04037,4.61493,2.67425,-2.0598,-0.2844,8.86915,-13.631,-8.98318,-2.48367,1.74315,2.02214,-2.52504,0.73537,2.25527,-18.93739,34.40371
2511,growth,,,,,,,,,,,,,,,,,,,
2512,growth,SRC,-3.71731,7.48088,-17.17479,-3.66754,-3.66693,82.15509,,-96.91502,13.66353,,,5.85875,-3.04797,-6.44177,16.01842,-6.11873,2.84545,-13.0146
2513,growth,SQNS,,7.93977,,,,,,-5.70023,-0.01683,,,-12.18625,6.42927,35.91306,-23.31925,-3.19733,,85.16618
2514,growth,SEB,5.46059,23.56069,-9.14396,-14.05066,-14.05066,-3.06711,-4.76987,328.3539,4152.824,,-6.05536,8.339,1.10883,9.02527,3.904,1.32783,4.14874,70.12298
2515,growth,,,,,,,,,,,,,,,,,,,
2516,growth,SANW,-7.44207,11.09981,,50.94413,,,,-110.9401,-765.8145,,,4.53814,16.31641,-33.51757,15.61061,-3.65973,16.05316,3.11668
2517,growth,QUMU,-34.78393,-30.69871,,,,,,-2853.293,-58.60341,,,-7.1482,-0.88972,-9.77836,1.39527,-4.05884,,
2518,growth,QDEL,13.4465,19.3563,,47.04803,47.04673,,,-6.19702,-1.20678,34.41456,,40.80581,23.76983,14.77509,2.41343,18.34162,-9.40268,-34.30399
2519,growth,POL,9.48988,-2.51567,17.56672,-5.99695,-6.00559,-20.91287,3.12495,429.5918,-8.28443,13.129,5.63786,-0.86847,-5.68283,-2.73224,-0.6352,-2.12565,,3.99578
2520,growth,,,,,,,,,,,,,,,,,,,
2521,growth,,,,,,,,,,,,,,,,,,,
2522,growth,NCMI,,3.65457,-8.23534,1.02271,1.02271,-5.08962,15.36678,138.1351,67.24318,24.70464,3.20229,-0.20896,2.45513,7.13246,0.77028,-3.05275,,0.76402
2523,growth,MC,27.14351,10.71216,17.27426,-3.4619,-3.4619,6.13512,,-46.63061,-32.08526,,23.6998,6.76813,7.55195,-6.19655,-15.72586,-16.23105,31.32331,
2524,growth,KTCC,1.59765,1.55588,,0.97816,3.47881,,,-48.12025,-337.9588,,,-1.45916,8.72758,-5.1326,-8.47824,9.91011,2.65362,35.8143
2525,growth,030200.KS,5.70288,2.06441,11.19899,7.0104,7.0104,-8.14156,,35.57007,-10.15591,,,2.28979,1.75718,3.35233,3.75923,1.69089,9.77038,-10.72441
2526,growth,KINS,8.07532,,9.13928,,,,,264.4957,-296.3699,6.95107,,23.41503,23.80176,26.38906,27.94286,14.70812,18.04717,
2527,growth,KEX,7.22698,-6.91775,,-6.70585,-6.76521,-3.33674,-13.62787,111.3493,97.24847,25.77453,-14.59629,17.03389,2.0358,-9.08754,-4.45343,0.97788,5.80049,13.83134
2528,growth,JVA,1.85444,8.05611,,-31.6199,-63.06018,,,-290.6034,-208.7369,,-41.89393,3.07896,-4.50198,-18.39868,-10.93939,-2.0153,-3.70772,23.46446
2529,growth,HTHT,50.95501,10.27369,,26.63002,26.53268,28.1171,80.46515,236.9943,844.4077,16.49598,23.18341,19.48308,17.69487,8.46331,11.40813,49.669,-1.36753,
2530,growth,GLT,-3.57962,-15.91273,1.65593,-9.60659,-9.60638,,,-1273.525,-2320.634,17.31915,,6.8142,-12.51636,0.65017,7.08648,-12.54254,-8.00805,-2.31706
2531,growth,GCAP,1.46055,-5.16002,4.55159,,,,,-4400.162,-377.4193,-1.52086,,-14.8964,-8.57049,-33.11249,-34.34023,-5.88381,6.24283,14.94434
2532,growth,,,,,,,,,,,,,,,,,,,
2533,growth,FF,5.39479,-2.99817,0,3.48066,3.48066,15.93013,10.4561,3842.102,65.81341,-5.60362,22.52093,-6.76186,-9.70111,-69.20153,-29.47996,-9.84718,5.34121,
2534,growth,FCFS,15.91739,13.09065,21.76351,15.59537,15.58807,30.41282,5.32746,19.75596,12.85883,14.22109,-5.9284,19.6528,21.20114,3.56478,4.6933,11.96516,14.89891,23.21315
2535,growth,,,,,,,,,,,,,,,,,,,
2536,growth,EPC,-10.03282,-7.42456,,-3.12953,5.19527,,,536.788,-453.4433,-18.23353,,-3.22149,-3.9003,-0.67819,-3.83681,-1.05418,,-11.68832
2537,growth,,,,,,,,,,,,,,,,,,,
2538,growth,DX,-5.25767,,-7.26077,-10.72505,-10.72505,,,156.2334,-11257.98,-6.43883,,22.79778,10.00353,31.07078,54.62649,4.45387,-0.81386,9.47582
2539,growth,DQ,13.03564,29.96677,,9.57731,9.57731,-19.3585,0.50024,13.73134,-60.08845,,-2.4021,21.27514,13.90023,57.29291,16.0448,2.97279,22.33904,5.91453
2540,growth,DCIX,-89.79007,,,-28.98721,-28.98412,,,-974.1957,85.33831,,,-6.83059,-13.06636,74.09906,5.00665,-88.72775,-17.73222,-26.3892
2541,growth,CWST,,,,,5.04307,,,158.2274,390.2085,,,9.57098,,10.81477,12.50719,,,-0.8502
2542,growth,CVTI,15.1259,-3.31727,,2.05828,1.96058,-20.97185,-16.89598,-93.01333,-80.21209,,-17.48176,10.07763,4.46611,-14.37297,1.02467,0.70965,10.46907,7.347
2543,growth,,,,,,,,,,,,,,,,,,,
2544,growth,CSU,-37.59928,1.61591,,-4.82503,-4.82503,,,141.813,30.76204,,,-0.02593,3.09359,-5.56917,-2.80815,1.72076,-33.28168,6.95636
2545,growth,CRAI,1.75294,31.83254,80.98799,5.55641,5.54521,19.42765,12.95325,-30.17596,-4.51686,-30.02814,0.98753,11.59589,8.05802,9.6531,8.07426,12.29107,-4.14908,
2546,growth,CPSS,12.53884,-1.81435,,-27.93401,-27.93428,-39.39339,-24.59382,-99.44794,-62.42379,9.85876,-30.76957,-6.44346,2.86477,-6.02403,-11.28192,8.92057,9.75185,6.34098
2547,growth,,,,,,,,,,,,,,,,,,,
2548,growth,CNCE,7.17286,-3.15284,,,,,,3.45835,-37.61071,,,83.60671,-33.96317,0,-89.74774,-39.09513,13.0995,
2549,growth,,,,,,,,,,,,,,,,,,,
2550,growth,CIO,9.00039,5.82024,0,35.17867,35.17897,,,108.3295,-116.5911,,,29.2058,33.47326,14.32376,20.70835,-3.98374,56.78276,26.17157
2551,growth,CIA,0.05456,1.2174,,10.66821,11.52552,,,-21.31409,59.27033,-5.94989,,0.69321,1.70602,6.46027,2.67985,1.65168,1.45484,
2552,growth,CHMA,6.64187,,,,,,,13.39751,14.80822,,,,,,,,21.44371,
2553,growth,CDTI,-48.81304,-36.69182,,,,,,42.60143,74.16689,,,-11.73434,-14.07577,-41.74338,-40.63593,-46.70454,27.45645,
2554,growth,CDNA,-7.81245,35.50716,,,,,,-20.29512,60.69715,,,46.23772,36.00523,52.37143,65.95228,0.49176,5.50606,
2555,growth,CCO,,0.03298,,-3.8944,-4.71516,,,-17.55079,-47.4906,,,0.04958,-1.94831,-0.31515,-1.39233,-4.6852,,0.77824
2556,growth,CASI,,97.51993,,,,,,-36.48621,-51.24397,,,,180.6412,,,120.2944,,
2557,growth,CAPR,,,,,,,,67.78447,59.03395,,,-36.89121,-26.81391,-65.72954,-39.86813,-41.90516,,-18.08803
2558,growth,,,,,,,,,,,,,,,,,,,
2559,growth,USAC,-1.5064,-14.83225,0,30.27382,30.2772,,,-44.93732,81.36072,,-13.03029,37.9674,25.81668,3.61153,19.51101,6.61106,4.22479,25.53662
2560,growth,TREX,34.22001,38.97704,,19.60035,19.4874,29.14524,31.23469,42.04636,8.33622,14.29848,12.86859,15.83013,13.73388,17.71867,8.92905,16.2722,29.53455,
2561,growth,TRC,4.26054,2.73872,,-11.95583,-11.95583,121.2643,8.7548,3054.022,147.8603,,13.61727,2.50596,-0.61292,73.91827,8.55784,-4.63953,9.46642,-5.33804
2562,growth,SWX,7.32273,18.77321,7.0837,4.66214,4.66214,7.39753,5.55342,22.58518,16.35681,,0.86118,8.23651,8.01685,7.81576,8.32996,4.91278,8.38623,10.18759
2563,growth,SRCE,6.7618,-21.6062,15.1737,7.66236,7.66274,17.23028,10.49033,3.87417,14.38842,45.54183,3.03895,13.83605,9.63914,1.49744,9.9337,7.09474,7.06374,-8.16545
2564,growth,600688.SS,12.46893,5.60032,-21.70263,14.73476,,-28.13322,,12.69143,-57.342,-14.55788,,8.80901,-0.36213,-7.30411,-6.8843,-0.40601,12.87039,-16.63942
2565,growth,SABR,61.44636,-12.70832,2.50103,2.17899,0.76863,-11.52434,8.16324,-80.84905,-47.91283,,-0.38162,5.62252,8.59985,1.89344,2.79372,6.17677,,1.807
2566,growth,PMD,5.00538,-26.01418,6.26585,0.50157,0.59249,-38.83557,-14.08582,-160.3227,-66.22793,,-17.90904,-1.12602,5.22687,-12.28865,-11.70736,4.65698,5.71263,-15.89755
2567,growth,PLXS,5.15483,6.7737,,4.16827,3.88839,18.4044,8.1337,10.98849,30.48944,1.30636,-0.07375,7.37705,5.87849,11.34683,9.77598,8.21351,1.91095,1.56897
2568,growth,PLPC,3.62547,10.7782,0,6.34241,6.34538,15.85099,13.90003,102.4834,-3.18815,,9.62591,9.73759,2.76308,7.81512,5.69833,3.92822,1.34406,14.32712
2569,growth,PGC,6.18302,-15.42859,0,22.28715,21.79555,15.08369,14.84193,15.43509,5.71443,31.02078,10.06063,15.5688,19.04237,6.48652,13.14079,4.34427,13.83331,53.40817
2570,growth,,,,,,,,,,,,,,,,,,,
2571,growth,OCFC,12.11698,5.03381,7.98705,30.76849,30.74775,21.23238,8.03617,-9.61445,20.22385,31.71429,6.28137,32.27479,31.06162,6.51898,11.617,1.65113,28.52163,12.0756
2572,growth,OCC,-8.88116,-28.56417,,,,,,19.40346,-170.413,,,3.34737,-2.98132,-23.06338,-22.48355,-4.67558,-7.60799,2.94545
2573,growth,,,,,,,,,,,,,,,,,,,
2574,growth,,,,,,,,,,,,,,,,,,,
2575,growth,,,,,,,,,,,,,,,,,,,
2576,growth,LODE,-33.86909,-1.4782,,,,,,93.54536,71.36385,,,-67.15637,-62.90766,-25.38438,19.52226,-74.23934,0.86779,-14.13966
2577,growth,LNDC,4.15477,24.61547,,-2.54254,-14.62288,,-36.27589,-1178.852,-372.1258,,-37.70399,5.34543,3.17834,-1.77215,12.79322,2.08267,8.99764,34.73493
2578,growth,LKFN,9.94728,4.02778,16.87102,10.37315,10.37315,18.21276,14.19432,3.75279,8.66868,12.74429,5.62571,15.70004,12.90724,-2.6355,8.16203,8.1122,10.72545,
2579,growth,LJPC,,22.02453,,,,,,45.76384,45.49196,,,234.4937,,73.27916,129.2562,,,
2580,growth,,,,,,,,,,,,,,,,,,,
2581,growth,KOPN,-27.11761,-35.20371,,,,,,34.71895,21.05386,,,9.24234,-1.48237,12.72755,20.65726,-6.25272,-23.36788,
2582,growth,KEM,17.63969,35.35546,,32.68628,26.16227,,,-59.60048,-18.48832,,,23.4603,10.65081,-15.83037,-1.63116,4.83413,29.60857,-5.87533
2583,growth,JCTCF,8.86561,-21.57573,,-2.71118,-6.1448,4.38346,9.64797,-102.0326,-35.18862,87.31151,1.0373,-1.88135,1.42629,-22.18065,-18.92634,8.52254,2.67399,
2584,growth,,,,,,,,,,,,,,,,,,,
2585,growth,IART,8.93038,28.53894,,15.48796,26.28968,-14.89346,1.06012,-38.82154,-19.27194,18.69945,-6.19955,15.22148,13.7544,3.08154,3.06403,7.73937,,16.43253
2586,growth,GPX,6.85349,12.40381,,-12.8177,-12.8177,-9.26216,-8.88814,2339.939,51.6639,-21.43553,-13.57106,5.94108,3.05265,16.95479,13.22502,5.41808,7.35496,7.18537
2587,growth,FRAN,2.2379,1.24031,,-33.27986,-32.45123,,,68.46113,-171.8057,,,-0.8618,4.69678,0.13421,-8.80535,9.78283,-1.22799,-16.74468
2588,growth,FNHC,4.07912,16.05431,9.69612,-31.38686,-31.38686,2.11295,-51.82155,29.45578,-91.5624,-13.69711,-57.95169,10.50338,15.63663,13.00782,4.76353,14.57933,5.24729,57.54199
2589,growth,FFHL,-15.62698,0.90293,,,,,,286.3093,91.54975,,,10.25254,1.80736,-8.38705,5.17135,1.80605,-16.36965,1.25622
2590,growth,FC,-4.89798,-9.48108,,-16.32465,-11.68591,,,131.702,172.4408,28.01754,,4.04947,1.89507,6.73008,6.40831,5.94229,-27.34165,7.32504
2591,growth,EML,7.06846,8.41028,0,11.80483,11.79146,19.32415,11.49126,29.5106,-4.73997,40.20893,-0.63551,22.30306,12.3195,21.39952,7.45583,12.20426,,87.29063
2592,growth,DRRX,-6.38047,-5.34571,,,,,,51.42096,24.50223,,,28.21928,8.78971,194.5961,59.25447,-0.9014,6.32108,0.43803
2593,growth,,,,,,,,,,,,,,,,,,,
2594,growth,CUZ,-0.79776,-7.44905,-1.12369,20.90724,16.98595,7.34801,61.45812,270.0789,41.99522,,87.81438,36.37998,29.93065,58.49799,38.36246,7.83149,22.11907,22.91479
2595,growth,CSBR,-19.60802,28.9407,,,,,,192.8571,27.0672,,,34.26828,18.56913,40.15552,28.1129,-1.51948,-9.09889,
2596,growth,CRY,7.56481,8.69609,,21.55992,20.87637,-49.36159,-30.22149,18.85693,147.697,,-35.46675,15.26299,13.81339,2.79945,5.09091,7.81362,,
2597,growth,CRNT,8.12251,3.21425,,27.16904,15.09725,,,-135.9819,-110.4279,,,-0.92322,-5.10453,-16.89487,-16.95127,-9.73739,8.92264,-22.1031
2598,growth,COHR,10.27428,28.91553,,14.15449,8.08772,-14.79512,-1.21835,-83.49396,-89.16282,7.61232,-12.74338,18.60912,12.47917,-16.27969,-24.32807,13.20812,2.63837,
2599,growth,,,,,,,,,,,,,,,,,,,
2600,growth,CMPR,-9.64827,7.78636,,20.58461,19.00144,22.2163,18.65909,25.70164,229.9843,24.17236,-1.27417,15.4449,16.71418,-0.63399,4.06708,18.55518,,20.30754
2601,growth,CLUB,,-17.38663,,-5.65085,-5.65085,,,-249.7051,-14048.07,,,5.5512,0.5629,2.18627,5.34108,-1.26466,,-11.87226
