,metricType,symbol,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
660,management,HYB,0.06329,0.06329,,,,,28.59502,28.59502,,,13.1114,5.26057,7.43064,18.83125,18.83125,13.1114,7.42843,18.81954,18.81954
661,management,GAM,,,,,,,,,,,,,,,,,,,
662,management,EOD,,,,,,,,,,,,,,,,,,,
664,management,DLA,1.1966,1.04997,1.95757,1.76362,971.358,1162.941,8.22797,7.90461,53300,50111.06,2.18072,2.79075,6.39141,6.87229,5.41891,2.4367,3.66368,2.82463,3.20225
666,management,BRKS,0.59806,0.53146,4.73029,4.48607,7277.14,8678.619,4.98954,4.51989,344593.1,272111.6,1.26299,0.55392,0.67893,2.74203,1.77619,1.695,0.66381,1.51676,2.00623
667,management,AVK,,,,,,,,,,,,,,,,,,,
669,management,AUBN,,,,,60691.59,,,,196623,,1.18363,1.03651,10.06679,10.39689,10.39689,1.18363,,,
670,management,ASYS,0.61646,0.6269,2.92239,2.53839,7100.793,3903.615,5.45358,3.93401,192604.8,198800,2.2727,-0.47713,-0.44939,1.80693,3.47288,1.23097,-0.73013,3.17189,1.62453
671,management,ASA,0.00982,0.00982,,,,,21.65703,21.65703,,,37.88437,6.10144,6.14109,38.03974,38.03974,37.88437,6.125,37.97326,37.97326
672,management,AMPH,0.58582,0.58582,2.11802,2.11802,22657.73,22942.77,6.60981,6.60981,157055.8,159031.6,8.45135,2.2251,3.32076,13.71223,13.71223,8.45135,2.73882,11.26568,11.26568
675,management,ALJJ,1.53464,1.44219,38.44717,38.7844,-3031.781,-3812.875,8.05987,6.73835,67355.47,63953.08,-6.90767,1.86998,4.92987,-24.35008,-18.29894,-8.59832,2.31144,-8.58096,-10.74256
676,management,ALDX,0,0,,,-3119325,-3041342,,,,0,-71.30535,-65.09501,-76.45184,-90.31432,-90.31432,-71.30535,-72.286,-81.52173,-81.52173
677,management,AGR,0.19038,0.19038,15.66667,15.66749,103633.3,102470.8,5.69964,5.69964,971638.8,960739.8,2.03055,1.46734,3.09602,4.61422,4.61422,2.03055,1.61366,2.27824,2.27824
678,management,AGD,,,,,,,,,,,,,,,,,,,
681,management,AEY,1.35721,1.52468,6.10095,3.83849,,-24591.78,10.91781,9.98905,,336597.7,-9.93586,-4.08859,-5.21257,-14.83507,-12.61484,-11.13929,-4.78177,-12.4246,-13.64419
684,management,ABUS,0.03605,0.03605,,,-1921538,-1921538,4.56243,4.56243,75137.5,75137.5,-92.20429,-48.49289,-80.5934,-3450.288,-3450.288,-92.20429,-50.46106,-97.79657,-97.79657
689,management,RYAM,0.68824,0.68824,6.28186,6.28186,-28928.78,-29652,9.32106,9.32106,433022.4,443848,-4.59789,4.47651,21.11008,-18.3053,-18.3053,-4.59789,5.06113,-5.26834,-5.26834
690,management,PAHC,1.18425,1.09497,2.99274,2.87841,35066.45,23652.5,5.61802,5.58063,534190.3,508344.4,7.77388,11.00071,57.63386,17.90843,27.11082,5.09474,13.8277,9.87427,6.29306
691,management,NAC,0.04303,0.03839,,,,,2.86683,2.4761,,,1.8175,3.03171,4.64733,11.45408,2.92336,7.25366,3.0505,1.8287,7.28336
692,management,MZA,0.03966,0.03966,,,,,,,,,5.49585,3.31461,5.3178,8.92627,8.92627,5.49585,3.33345,5.56215,5.56215
694,management,HYI,0.0777,0.07988,,,,,6.33518,8.88064,,,5.58347,2.833,2.86991,9.59739,5.70183,9.40132,2.86947,5.70182,9.59709
695,management,FWRD,1.61087,1.61087,340.914,340.9135,19351.03,18771.34,9.20155,9.20154,313351.5,303964.2,9.94796,9.3772,12.65604,15.24293,15.24275,9.94796,10.62553,11.31739,11.31739
696,management,FEN,,,,,,,,,,,,,,,,,,,
697,management,FEI,0.01478,0.01478,,,,,1.0595,1.0595,,,3.68467,-4.72331,-6.7051,5.13713,5.13713,3.68467,-4.75048,3.69254,3.69254
698,management,DAI.DE,0.59153,0.59153,4.61935,4.62138,9070.241,9070.667,13.86508,13.86508,578382.8,578409.9,0.92765,3.08916,12.59744,3.77269,3.77269,0.92765,4.77933,1.43554,1.43554
700,management,CALI,2.08141,3.28928,36.8149,31.62432,,,7.14948,10.00032,,,-0.33088,-2.9,-15.67585,-5.21063,-3.29611,-0.82759,-11.24753,-2.73868,-5.2174
702,management,AXGN,0.67793,0.67793,1.50664,1.50664,-89784.28,-78533.7,6.61472,6.61472,328850.5,287633.4,-18.50922,-23.1522,-35.09306,-20.87592,-20.8752,-18.50986,-26.83647,-20.74463,-20.74534
705,management,AUMN,0.59459,0.59459,10.33478,5.07391,-30954.02,-31682.35,16.64155,8.2282,44425.29,45470.59,-41.42918,-56.24275,-93.13025,-83.0468,-83.0468,-41.42918,-69.54724,-55.80191,-55.80191
707,management,ASRV,,,,,,,,,,,0.51701,0.48639,5.76113,6.13253,6.13253,0.51701,,,
710,management,ARTW,1.12554,1.12554,1.90934,1.90934,,,14.22974,14.22974,,,-6.9806,-5.03377,-8.14784,-9.03391,-11.43417,-5.51524,-6.60822,-9.55815,-7.55171
711,management,APWC,1.32973,1.14682,4.3029,3.32384,,,4.40294,4.42819,,,2.32455,1.28162,1.07592,-1.07791,1.93041,-0.31246,2.71973,4.56331,-0.59238
712,management,APAM,0.91906,0.91906,,,558282.1,548765.9,10.19253,10.19253,1847288,1815800,27.7755,24.76361,78.82992,101.031,101.031,27.7755,63.59991,68.99363,68.99363
713,management,AMS,0.34084,0.36856,,,,,3.74755,3.45656,,,2.81817,1.3559,-0.13179,2.54299,4.17909,2.18209,1.83744,3.8253,2.95974
714,management,AMFC,,,,,,,,,,,0.59498,0.6369,8.07455,6.513,7.28164,0.54615,,,
716,management,AGFS,0.19949,0.19949,1.89968,1.89968,-209906.4,-207390.4,2.49041,2.49041,589480.1,582414.4,-7.10367,-4.96064,-12.15433,-17.33748,-17.33748,-7.10367,-5.44853,-7.68869,-7.68869
718,management,AEMD,0.04002,0.10868,,,-1036583,-1040157,6.13902,5.06419,38271.67,87243.34,-108.4022,-196.038,-1134.366,-172.5177,-144.7508,-129.5708,-608.572,-132.3256,-171.13
720,management,ACV,0.02749,0.02623,,,,,1.50217,2.88398,,,0.48388,,,9.84095,0.72131,6.72314,,0.4993,6.87556
722,management,ACBI,,,,,103904.1,,,,337966.8,,0.96007,0.56355,5.15266,8.66203,8.66203,0.96007,,,
723,management,ABTX,,,,,91545.38,,,,333552.3,,1.09783,0.98212,7.54701,7.49677,7.49677,1.09783,,,
724,management,AAMC,0.30721,0.30721,,,-24650.94,-23972.48,,,148698.1,144605.5,-5.09282,-1.81126,,,,-5.09282,-7.88428,-6.17541,-6.17541
725,management,UNAM,0.24517,0.24518,,,,,,,,,-2.4351,-2.31626,-4.85353,-5.6133,-5.6146,-2.43454,,,
731,management,NSA,0.13345,0.13345,,,143506.5,143819.2,124.9061,124.9061,843252.2,845089.3,2.27102,1.99081,1.02048,-1.1678,-1.1678,2.27102,2.52664,2.82114,2.82114
732,management,NKG,,,,,,,,,,,,,,,,,,,
733,management,NAD,,,,,,,,,,,,,,,,,,,
735,management,MPAA,0.79811,0.77169,1.86717,1.69135,-2287.005,-481.3857,5.74557,6.53865,137761.4,132929.9,-1.32496,3.28072,6.66553,-0.66015,-2.77039,-0.27946,4.9587,-2.21671,-0.47526
736,management,LDP,0.05683,0.05683,,,,,4.64927,4.64927,,,14.22001,5.60602,8.04483,20.53951,20.53951,14.22001,8.03546,20.50873,20.50873
738,management,JAX,1.17061,1.17061,66.00064,66.04399,2263.25,2155.476,130.6919,130.6919,61817.25,58873.57,4.28584,3.84935,6.22073,7.45183,7.45183,4.28584,4.72543,5.20205,5.20205
742,management,EARS,0,0,,,-685523.5,-974802.9,,,,0,-82.99709,-62.25504,-98.37659,-380.3282,-1545.797,-107.032,-79.87188,-180.8336,-257.9482
743,management,DMO,,,,,,,,,,,,,,,,,,,
746,management,AXTI,0.37262,0.37262,1.08484,1.08484,-2100.529,-2172.367,4.31188,4.31188,110127,113893.3,-0.71072,2.34812,2.51258,-1.49439,-1.49439,-0.71072,2.71145,-0.83127,-0.83127
750,management,ATLO,,,,,69191.83,,,,216811,,1.07704,1.13367,9.49288,9.54054,9.54054,1.07704,,,
751,management,ASTE,1.41261,1.41261,2.86006,2.86064,5364.461,5735.127,9.32557,9.32557,282959.5,302538.3,2.67809,2.06732,2.81088,3.75971,3.75987,2.67785,2.5995,3.43063,3.43032
752,management,ASND,0.03993,0.03996,,,-814189.1,-867474.5,109.0825,2036.476,66219.31,109349.7,-49.09812,-47.76464,-54.23535,-35.15216,-55.68494,-31.7012,-54.23535,-55.68494,-34.04102
753,management,ARL,0.11396,0.05421,,,,,2.22575,0.9062,,,17.2118,2.58906,18.29031,70.34073,93.86375,12.02497,2.85873,18.82153,13.10699
755,management,AMTX,2.10725,2.10725,29.93595,29.93595,-252249.2,-246731.3,128.9898,128.9898,1290722,1262488,-41.18258,-34.03413,,,,-41.18258,-55.63409,-82.19324,-82.19324
757,management,AI.PA,0.51187,0.51187,5.4512,5.4512,35088.59,34775.3,8.80626,8.80626,329130.6,326192,5.45704,5.53302,12.95876,12.23076,12.23076,5.45704,6.77295,6.62635,6.62635
759,management,AFMD,0.29793,0.5974,4.5509,,-253769.4,-107470.1,18.75543,30.61363,309247.7,407226,-24.44832,-37.31405,-73.23027,-36.54207,-54.32309,-15.76598,-46.64798,-33.87422,-22.46187
760,management,AFB,,,,,,,,,,,,,,,,,,,
765,management,WIW,,,,,,,,,,,,,,,,,,,
767,management,TRAN.BA,0.47587,0.47587,,,,,5.05681,5.05681,,,13.33526,18.24894,34.09522,23.40997,23.40997,13.33526,22.28253,15.6555,15.6555
768,management,ICG.AX,0.03738,0.00012,,,,,3.60124,0.01198,,,-25.15743,-69.78833,-76.06983,-21.77564,-30.63231,-18.10243,-76.06983,-30.63231,-21.77564
769,management,SBI,0.03696,0.03696,,,,,2.82974,2.82975,,,6.08264,2.47077,3.31478,8.1631,8.16309,6.08265,2.48432,6.11824,6.11824
770,management,RKDA,0.04131,0.04131,0.8962,0.89722,,-704195.1,3.03636,3.03636,,28512.2,-102.0283,-47.78619,-219.9354,-280.7408,-280.7505,-102.0248,-53.6747,-122.3044,-122.3001
771,management,PSF,,,,,,,,,,,,,,,,,,,
772,management,NAZ,,,,,,,,,,,,,,,,,,,
773,management,MNP,0.03869,0.03869,,,,,,,,,6.64334,2.85749,4.23764,9.99028,9.99028,6.64334,2.87029,6.69396,6.69396
774,management,MMU,,,,,,,,,,,,,,,,,,,
776,management,JTA,,,,,,,,,,,,,,,,,,,
778,management,IAF,,,,,,,,,,,,,,,,,,,
779,management,IAE,,,,,,,,,,,,,,,,,,,
780,management,GCP,0.78444,0.78444,6.10853,6.10853,20000,20500,5.30212,5.30212,494390.3,506750,3.17337,0.3835,1.09141,7.97564,7.97564,3.17337,0.52719,3.92476,3.92476
781,management,FTAI,0.19701,0.19701,,,1006157,1918886,12.07238,12.07238,4335386,8268200,4.57212,0.22245,2.35785,13.05283,13.05283,4.57212,0.24863,5.14487,5.14487
783,management,FGB,,,,,,,,,,,,,,,,,,,
784,management,FCO,,,,,,,,,,,,,,,,,,,
785,management,EMD,0.07213,0.07213,,,,,972.7942,972.7943,,,10.49595,3.39013,4.50304,14.89116,14.89116,10.49595,3.51703,11.25375,11.25375
788,management,CHI,,,,,,,,,,,,,,,,,,,
789,management,CEE,,,,,,,,,,,,,,,,,,,
791,management,AXSM,0,0,,,-1847167,-1518782,,,,0,-57.93707,-67.09558,-96.6762,-76.08267,-76.08268,-57.93706,-82.04532,-68.13657,-68.13656
795,management,AJX,0.07827,0.07827,,,,,7.87576,7.87576,,,2.33285,2.79105,10.60521,10.40296,10.40356,2.33285,3.81946,3.43421,3.43421
798,management,AFH,0.46548,0.42816,,,-290952.7,-332409.1,,,806421.8,706269.3,-16.79441,-3.77906,-15.40065,-185.8995,-166.0965,-20.15134,,,
799,management,ACP,,,,,,,,,,,,,,,,,,,
801,management,CLA.AX,0.0094,0.00592,,,,,0.35456,1.54255,,,-4.29856,-45.96618,-52.27004,-3.93346,-4.41624,-3.86361,-49.64037,-4.39542,-3.91751
803,management,USA,,,,,,,,,,,,,,,,,,,
806,management,PHX,0.2457,0.21658,,,-1940235,-2344944,7.13583,6.32204,1950339,1652426,-24.44247,-3.47293,-6.1349,-47.03535,-39.16375,-30.73452,-3.55839,-25.10789,-31.21069
810,management,JCE,,,,,,,,,,,,,,,,,,,
814,management,IGI,,,,,,,,,,,,,,,,,,,
819,management,GER,0.00925,0.00925,,,,,1.94689,1.94689,,,-13.26674,-14.12973,-21.28501,-20.89483,-20.89483,-13.26674,-14.56697,-13.43288,-13.43288
822,management,DYSL,1.40159,1.40159,6.3133,6.3133,,,10.54815,10.54815,,,-1.25724,2.2312,4.71937,-1.91958,-1.91958,-1.25724,3.24254,-1.73221,-1.73221
826,management,BTA,0.04518,0.04399,,,,,3.281,3.19124,,,3.95954,3.75595,6.14042,11.97361,6.72214,6.97537,3.82403,4.03096,7.15621
837,management,ALA.TO,0.25392,0.25392,6.31836,6.31836,295776.1,300035.7,4.03318,3.96765,1934178,1961799,3.88289,1.06825,2.12871,13.20949,13.20606,3.88335,1.24527,4.76352,4.76409
838,management,AKG.TO,0,0,,,,,,,,,-73.47233,-12.37465,-17.72371,-74.61825,-74.61825,-73.47233,-13.3685,-74.41489,-74.41489
840,management,AIR.PA,0.6139,0.6139,1.89067,1.89067,,,10.28275,10.28275,,,-1.15415,1.41693,21.15558,-17.35142,-17.35142,-1.15415,2.90019,-2.47967,-2.47967
841,management,AIMT,0,0,,,-1155800,-1155800,,,,0,-91.37196,-58.59275,-67.16772,-123.3325,-123.3325,-91.37196,-64.46616,-108.4042,-108.4042
846,management,ABX.TO,0.28996,0.28996,3.32537,3.33784,,,31.80687,31.80687,,,13.64907,1.48579,2.79314,27.34884,27.34884,13.64905,1.78508,17.32838,17.32838
849,management,WIA,,,,,,,,,,,,,,,,,,,
850,management,WEA,,,,,,,,,,,,,,,,,,,
851,management,VKI,,,,,,,,,,,,,,,,,,,
854,management,SCD,0.03771,0.03771,,,,,,,,,13.18822,2.25602,2.97731,17.43921,17.43921,13.18822,2.97731,17.43921,17.43921
859,management,PAI,,,,,,,,,,,,,,,,,,,
861,management,ORG.AX,0.58908,0.56264,72.85285,54.9466,222242.6,189925.4,18.14787,6.45078,2696018,2573694,4.856,-0.9257,-2.10451,7.65977,9.71403,4.15197,-1.10415,5.88749,5.03699
865,management,NKX,,,,,,,,,,,,,,,,,,,
866,management,NBRV,0.09271,0.09271,,,-608558.8,-510888.9,12.64133,2.33666,69713.23,58524.69,-80.93052,-80.10407,-110.2339,-150.6114,-150.6114,-80.93052,-97.0944,-97.32018,-97.32018
867,management,MOG-A,0.95575,0.94364,3.98824,4.19114,14616.04,14498.09,3.40983,3.25926,236189.9,232635.6,5.91443,4.11931,11.01966,14.23059,14.1119,5.88088,5.22088,7.69798,7.57141
868,management,MAV,,,,,,,,,,,,,,,,,,,
871,management,JPI,0.06398,0.06398,,,,,5.39249,5.39249,,,5.34959,4.71462,6.7093,7.78604,7.78604,5.34959,4.79137,5.59243,5.59243
875,management,GGZ,0.02048,0.02048,,,,,1.28939,1.28939,,,12.63523,4.63931,4.56125,14.89613,14.89613,12.63524,4.73126,13.07573,13.07574
881,management,EXD,,,,,,,,,,,,,,,,,,,
882,management,EHI,,,,,,,,,,,,,,,,,,,
885,management,DFP,0.06076,0.06076,,,,,6.19688,6.19688,,,12.92505,5.65851,8.64579,19.88968,19.88968,12.92505,5.68531,12.95995,12.95995
886,management,DDF,,,,,,,,,,,,,,,,,,,
888,management,CS.PA,0.15651,0.15651,,,41244.09,42116.12,,,1313681,1341456,0.49136,0.53335,6.83942,5.48347,5.48347,0.49136,,,
892,management,BGY,,,,,,,,,,,,,,,,,,,
894,management,BAM-A.TO,0.23378,0.23378,4.80424,6.1095,59798.92,49848.93,6.68368,3.83198,757549.8,631500.5,1.84541,2.60495,9.33126,9.39574,9.39574,1.84541,4.32427,3.05676,3.07301
897,management,AVL.TO,8e-05,0.00081,,,,,0.0403,0.39612,,,-2.75374,-2.78094,-2.86166,-2.03678,-2.87535,-1.93017,-2.82187,-2.81287,-1.98917
898,management,ATH.TO,0.39932,0.39932,7.92035,7.92035,1330809,1426965,12.31938,12.31938,4218243,4523029,12.59804,-16.57616,-24.83059,22.58589,22.58589,12.59804,-18.17698,13.76929,13.76929
899,management,ASG,,,,,,,,,,,,,,,,,,,
901,management,AQA.TO,0,0,,,,,,,,,-21.34787,-27.56794,-224.716,,,-21.34787,-30.54719,-23.75576,-23.75576
902,management,ANZ.AX,,,,,167294,,,,536714,,0.65592,0.72996,11.44213,10.48914,10.48914,0.65592,,,
904,management,ANTM.JK,0.79725,0.91072,13.24896,10.04962,,221195900,26.63896,26.26214,,8200923000,2.7619,-0.79222,-1.3272,4.11606,4.5746,2.45641,-0.94633,3.34668,3.0423
906,management,ALO.PA,0.60564,0.6163,4.13383,3.92409,7068.537,7416.598,2.6496,2.53187,228228.9,226137.3,1.87575,-1.38846,-4.92704,9.32215,11.5977,2.02126,-2.66221,4.60829,5.13996
908,management,AIRT,2.35371,1.79589,6.13319,3.53921,,,19.18936,14.66574,,,3.01468,2.12766,5.40661,6.77757,5.41678,4.43964,3.19046,5.21484,9.32247
911,management,AC,0.03182,0.03182,,,847168.3,1096974,1.2879,1.2879,619108.9,801666.7,4.35365,0.04232,-0.04019,4.44641,4.44641,4.35365,0.04726,4.85363,4.85363
912,management,AC.PA,0.30128,0.30128,,2.74286,,,6.39652,6.39652,,,3.45251,2.1136,3.37457,6.15595,6.15595,3.45251,2.6458,4.31748,4.31748
913,management,ABI.BR,0.22243,0.22243,4.7597,4.702,51759.62,51759.62,10.04203,8.33132,271124,271124,4.2464,3.46641,9.54144,12.47727,12.47727,4.2464,4.30254,5.19482,5.19482
914,management,XRF.AX,0.72891,0.71652,2.16698,1.96452,,,7.17073,5.97985,,,5.36751,4.65297,5.27636,8.05692,6.52342,6.47088,5.08403,6.2259,7.56764
915,management,WOW.AX,2.55458,2.00386,9.9946,9.32146,7834.171,7801.021,147.926,75.74387,301427.1,315341.8,6.63941,6.53061,17.59074,14.78182,14.50782,4.9572,10.63641,11.01884,7.93915
916,management,WDI.DE,0.38819,0.41203,108.7615,172.3676,72331.56,93888.24,3.57831,3.79878,419910.4,487524.3,6.68675,6.75553,16.64446,23.47436,19.50206,7.935,11.35114,11.43864,13.01821
917,management,WAT.AX,0.76819,0.70249,1.22628,1.224,,,7.24285,4.99831,,,1.95534,2.80138,4.45194,4.06639,3.01829,2.30239,3.57833,2.49524,3.15986
919,management,TPZ,,,,,,,,,,,,,,,,,,,
923,management,QBE.AX,0.36661,0.36661,,,77749.38,78746.16,,,1997666,2023277,1.42683,0.79821,3.54259,6.90698,6.90698,1.42683,,,
927,management,NZF,,,,,,,,,,,,,,,,,,,
929,management,NVG,0.04549,0.04549,,,,,10.31537,10.31537,,,9.48217,3.83835,6.0875,15.32893,15.32893,9.48217,3.86634,9.56113,9.56114
930,management,NUW,,,,,,,,,,,,,,,,,,,
931,management,NIE,0.01929,0.01811,,,,,9.39967,9.50744,,,-1.94629,7.32424,7.3845,5.11296,-1.96528,5.09009,7.3845,-1.96528,5.11296
932,management,MT.AS,0.7883,0.7883,3.5205,,-10822.98,-11332.96,17.65154,17.65154,319642.3,334704,-2.66917,0.19546,0.62066,-6.0888,-6.0888,-2.66917,0.2672,-3.66631,-3.66631
937,management,IAG.TO,0.17305,0.17305,,,,,,,,,1.02277,0.9422,11.97241,12.72458,12.72458,1.02277,,,
939,management,GLV,,,,,,,,,,,,,,,,,,,
946,management,BXB.AX,0.59074,0.53747,40.28476,33.51466,63977.56,60625.69,5.01588,4.00746,647425.8,609276.4,5.83755,6.64214,17.70373,13.79657,13.7886,5.34806,8.79302,7.88902,6.99298
947,management,BHP.AX,0.41614,0.44787,4.59521,,557111.3,575790.4,13.50656,9.17718,2591738,2570533,8.9451,5.07058,9.10913,19.13961,16.80605,10.03205,6.00628,10.76533,11.96674
948,management,AV.L,0.158,0.158,,,84695.63,85404.57,,,2235036,2253744,0.59872,0.38351,8.65214,14.87815,14.87815,0.59872,,,
950,management,ATA.TO,0.77598,0.81481,14.62208,15.41288,17259.02,13194.55,3.10024,3.00207,305760,317331.6,4.38011,3.43537,6.96759,7.12444,9.1411,3.38795,4.53521,5.88072,4.5683
951,management,ASPN,1.37637,1.37637,14.0608,14.0608,-48712.38,-48069.31,4.82108,4.82108,466137.1,459983.5,-14.38341,-13.9528,-17.33282,-22.53876,-22.53876,-14.38341,-16.80344,-19.54706,-19.54706
952,management,ASII.JK,0.68086,0.68086,7.36049,7.36049,178201600,179787800,7.82894,7.82894,1587595000,1601726000,7.64237,7.7006,15.40045,15.244,15.244,7.64237,13.53714,13.18171,13.18171
953,management,ALV.DE,0.10867,0.10867,,,57302.02,56366.63,,,715926.7,704239.9,0.86978,0.84516,11.02298,11.70424,11.70424,0.86978,,,
954,management,AKRA.JK,1.04971,1.04971,13.30313,13.30313,374061800,368349400,4.97449,4.97449,11605690000,11428460000,3.3833,5.20352,12.23249,8.54261,8.54261,3.3833,9.38157,6.57163,6.57163
956,management,AINC,0.5015,0.5015,121.3826,121.4093,-128652.7,-124991.9,47.86753,47.86753,2437239,2367886,-2.64726,-4.30115,-24.2384,-56.56549,-56.56736,-2.64726,-5.92817,-2.94817,-2.94817
962,management,AD.TO,0.11858,0.11858,,,,,107.3764,107.3764,,,3.72651,5.71528,7.43341,5.84659,5.84659,3.72651,5.83175,3.88743,3.88743
964,management,3264.TWO,0.44426,0.44426,,,,,4.48972,4.48972,,,6.12349,7.35345,11.46032,9.93683,9.93683,6.12349,8.96785,7.57512,7.57512
969,management,STO.AX,0.25126,0.25126,9.16129,9.16129,500580.8,501959.8,10.91525,7.43517,3108948,3117513,4.04562,-2.59897,-5.6152,9.01371,9.01371,4.04562,-2.84101,4.47142,4.47142
976,management,MQG.AX,,,,,197985.7,,,,976345.1,,1.5148,1.2284,14.3868,16.63488,16.77707,1.46838,,,
980,management,MCX.AX,14.6092,0.38664,,,,,58.18182,26.05863,,,-64.17093,-979.5096,,,,-30.26243,,,
981,management,KTE.AX,0.00192,0.00278,,,,,5.15873,2.98032,,,-1.07867,-5.91522,-6.83806,-2.72494,-1.33832,-1.83401,-6.83806,-1.33832,-2.72494
984,management,JDD,,,,,,,,,,,,,,,,,,,
985,management,IPT.AX,0.04959,0.04959,,,,,2.2993,2.2993,,,-45.49838,-21.78512,-24.02912,-46.48005,-46.48005,-45.49838,-24.02912,-46.48005,-46.48005
986,management,HNNA,0.38887,0.38064,,,565692.3,557473.7,11.31523,11.63967,2190513,2174474,10.04242,16.68461,31.88879,14.06183,15.05856,9.75843,18.98184,11.23949,10.62707
993,management,GFY,,,,,,,,,,,,,,,,,,,
995,management,FSAM,0.50141,0.11843,,,-37556.17,-533006.6,1.96854,0.55333,1375785,376404.4,-1.36875,,,,-37.99253,-16.77077,,-2.07662,-25.87431
996,management,FMAO,,,,,57060.46,,,,202688.4,,1.35135,1.22811,9.70245,9.77874,9.77874,1.35135,,,
1001,management,CRP.TO,2.1867,2.02215,7.12631,5.33349,-183505.3,9510.404,27.55908,29.06137,4891050,5461420,-8.20421,,,0.64624,-12.12603,0.35213,,-11.02029,0.54656
1005,management,BBCA.JK,,,,,1069276000,,,,2698149000,,3.27679,3.24962,19.08919,17.54057,17.54057,3.27679,,,
1006,management,AVGR,0.38427,0.38427,1.70821,1.70821,-257615.9,-240123.5,6.99158,6.99158,120940.4,112728.4,-81.85338,-116.7858,,-281.6264,-281.6264,-81.85338,-513.2015,-189.405,-189.405
1008,management,ATD-B.TO,2.58342,2.44482,35.19773,31.72268,24117.76,26897.7,66.64517,32.95743,782838.6,748207.7,7.95903,8.47394,22.62343,22.01651,22.25121,8.78901,10.89728,10.28681,11.05428
1009,management,ARX.TO,0.20727,0.20727,,,,,9.84138,9.84138,,,-0.46801,1.43539,2.44837,-0.77575,-0.77575,-0.46801,1.53066,-0.49529,-0.49529
1011,management,APIC.JK,0.17894,0.26316,,,372485300,502380900,0.84998,2.66599,2505635000,3864983000,2.66008,4.52786,6.12043,5.36522,4.14186,3.42063,6.392,4.28148,5.56123
1012,management,ANDA,0,0,,,,,,,,,3.18517,,,3.18997,3.18995,3.18519,,3.18995,3.18997
1014,management,AKSO.OL,1.23257,1.23257,,,,,3.96008,5.21576,,,0.3496,1.20706,3.64119,0.56026,0.56026,0.3496,2.64728,0.62895,0.62895
1015,management,AHT.L,0.59595,0.5476,15.65249,15.47792,47155.24,45834.97,6.64736,5.57085,266256.4,282766.9,10.55462,9.61764,29.16636,28.72481,29.91703,8.87637,10.73016,11.59313,9.56646
1017,management,AFN.TO,0.73857,0.73857,3.98664,3.98664,,,6.71056,6.71056,,,1.08532,1.73994,5.71807,3.62385,3.62385,1.08532,2.16533,1.3229,1.3229
1019,management,AF.PA,0.90072,0.90072,20.08759,20.06861,3160.63,3134.505,12.48634,12.48634,318275.5,315644.7,0.89445,1.12303,21.97261,13.41523,13.41523,0.89445,2.01703,1.52741,1.52741
1021,management,WPL.AX,0.17268,0.17268,16.47734,16.47734,165322,161613.7,20.56118,11.74217,2108938,2061632,1.35363,3.20823,4.71229,2.01138,2.01138,1.35363,3.47947,1.45137,1.45137
1022,management,WNS.AX,0,0,,,,,,,,,-421.1584,-448.1959,,,,-421.1584,,,
1023,management,WIHL.ST,0.06681,0.06681,,,,,28.00939,22.68441,,,6.54647,7.30347,21.24483,17.49409,17.49409,6.54647,7.70367,6.96591,6.96591
1024,management,WHC.AX,0.52538,0.43095,8.26519,9.56387,,,25.80467,13.44829,,,11.14762,5.30085,7.23169,7.38099,15.07201,5.11221,5.63861,12.03507,5.52238
1025,management,WES.AX,1.01039,1.23354,3.36161,3.99888,12049.69,18923.81,25.45123,29.56446,173416.2,274104.8,7.02059,4.78258,7.96769,18.9094,11.85638,8.5162,6.3995,9.69394,11.87616
1028,management,VWS.CO,0.92619,0.92619,2.93183,2.93183,208136,204493.5,7.39543,7.39543,3611754,3548546,5.3374,7.5589,25.98982,22.05168,22.05168,5.3374,18.97835,14.87147,14.87147
1029,management,VOLV-B.ST,0.86439,0.86439,5.34024,5.34024,395172.8,394220.9,10.84982,10.84982,4677538,4666271,7.30265,5.23267,21.14632,27.37753,27.37753,7.30265,9.07922,12.28424,12.28424
1030,management,VMS.AX,0.00577,0.00217,,,,,0.20894,0.03087,,,-68.68558,-59.04304,-69.54557,-234.3619,-88.04388,-168.4092,-68.57687,-88.04388,-234.3619
1031,management,VKA.AX,0.0166,0.01386,,,,,3.30095,2.77942,,,-15.85029,-26.63895,-23.96479,-21.39795,-13.37805,-26.12603,-23.96479,-13.37805,-21.39795
1032,management,UCW.AX,0.85457,0.84982,13625.99,,,,14.17115,22.09557,,,3.68908,-14.60689,-29.28346,-39.7629,7.06978,-15.40719,-27.37238,6.48221,-21.98749
1033,management,TZL.AX,1.75107,2.18656,5.78738,4.71951,,,3.02503,5.18975,,,-43.7963,-42.82699,-85.54399,,,-37.62086,-66.05674,-132.0378,-108.0856
1035,management,TLS.AX,0.59216,0.55639,19.44255,11.62082,69253.33,69569.02,4.83102,4.82928,813992.4,834324.3,5.03798,8.36825,23.9141,14.09318,14.76303,4.63939,10.64605,6.41435,5.87551
